data,ano,mes,mes_nome,precipitacao_mm,fonte,seca,grupo_seca,decada
2021-03-01,2021,3,Mar,83.0,Sr. Luiz (Pluviômetro),0,35,2020
2021-04-01,2021,4,Abr,7.0,Sr. Luiz (Pluviômetro),1,36,2020
2021-05-01,2021,5,Mai,85.0,Sr. Luiz (Pluviômetro),0,37,2020
2021-06-01,2021,6,Jun,45.0,Sr. Luiz (Pluviômetro),0,37,2020
2021-07-01,2021,7,Jul,23.0,Sr. Luiz (Pluviômetro),0,37,2020
2021-08-01,2021,8,Ago,13.0,Sr. Luiz (Pluviômetro),0,37,2020
2021-09-01,2021,9,Set,70.0,Sr. Luiz (Pluviômetro),0,37,2020
2021-10-01,2021,10,Out,167.0,Sr. Luiz (Pluviômetro),0,37,2020
2021-11-01,2021,11,Nov,196.0,Sr. Luiz (Pluviômetro),0,37,2020
2021-12-01,2021,12,Dez,82.0,Sr. Luiz (Pluviômetro),0,37,2020
2022-01-01,2022,1,Jan,300.0,Sr. Luiz (Pluviômetro),0,37,2020
2022-02-01,2022,2,Fev,146.0,Sr. Luiz (Pluviômetro),0,37,2020
2022-03-01,2022,3,Mar,138.0,Sr. Luiz (Pluviômetro),0,37,2020
2022-04-01,2022,4,Abr,146.0,Sr. Luiz (Pluviômetro),0,37,2020
2022-05-01,2022,5,Mai,98.0,Sr. Luiz (Pluviômetro),0,37,2020
2022-06-01,2022,6,Jun,158.0,Sr. Luiz (Pluviômetro),0,37,2020
2022-07-01,2022,7,Jul,3.0,Sr. Luiz (Pluviômetro),1,38,2020
2022-08-01,2022,8,Ago,70.0,Sr. Luiz (Pluviômetro),0,39,2020
2022-09-01,2022,9,Set,263.0,Sr. Luiz (Pluviômetro),0,39,2020
2022-10-01,2022,10,Out,208.0,Sr. Luiz (Pluviômetro),0,39,2020
2022-11-01,2022,11,Nov,57.0,Sr. Luiz (Pluviômetro),0,39,2020
2022-12-01,2022,12,Dez,134.0,Sr. Luiz (Pluviômetro),0,39,2020
2023-01-01,2023,1,Jan,306.0,Sr. Luiz (Pluviômetro),0,39,2020
2023-02-01,2023,2,Fev,443.0,Sr. Luiz (Pluviômetro),0,39,2020
2023-03-01,2023,3,Mar,241.0,Sr. Luiz (Pluviômetro),0,39,2020
2023-04-01,2023,4,Abr,139.0,Sr. Luiz (Pluviômetro),0,39,2020
2023-05-01,2023,5,Mai,24.0,Sr. Luiz (Pluviômetro),0,39,2020
2023-06-01,2023,6,Jun,87.0,Sr. Luiz (Pluviômetro),0,39,2020
2023-07-01,2023,7,Jul,25.0,Sr. Luiz (Pluviômetro),0,39,2020
2023-08-01,2023,8,Ago,8.0,Sr. Luiz (Pluviômetro),1,40,2020
2023-09-01,2023,9,Set,60.0,Sr. Luiz (Pluviômetro),0,41,2020
2023-10-01,2023,10,Out,215.0,Sr. Luiz (Pluviômetro),0,41,2020
2023-11-01,2023,11,Nov,142.0,Sr. Luiz (Pluviômetro),0,41,2020
2023-12-01,2023,12,Dez,85.0,Sr. Luiz (Pluviômetro),0,41,2020
2024-01-01,2024,1,Jan,112.0,Sr. Luiz (Pluviômetro),0,41,2020
2024-02-01,2024,2,Fev,173.0,Sr. Luiz (Pluviômetro),0,41,2020
2024-03-01,2024,3,Mar,40.0,Sr. Luiz (Pluviômetro),0,41,2020
2024-04-01,2024,4,Abr,25.0,Sr. Luiz (Pluviômetro),0,41,2020
2024-05-01,2024,5,Mai,70.0,Sr. Luiz (Pluviômetro),0,41,2020
2024-06-01,2024,6,Jun,0.0,Sr. Luiz (Pluviômetro),1,42,2020
2024-07-01,2024,7,Jul,90.0,Sr. Luiz (Pluviômetro),0,43,2020
2024-08-01,2024,8,Ago,40.0,Sr. Luiz (Pluviômetro),0,43,2020
2024-09-01,2024,9,Set,35.0,Sr. Luiz (Pluviômetro),0,43,2020
2024-10-01,2024,10,Out,60.0,Sr. Luiz (Pluviômetro),0,43,2020
2024-11-01,2024,11,Nov,329.0,Sr. Luiz (Pluviômetro),0,43,2020
2024-12-01,2024,12,Dez,276.0,Sr. Luiz (Pluviômetro),0,43,2020
2025-01-01,2025,1,Jan,100.0,Sr. Luiz (Pluviômetro),0,43,2020
2025-02-01,2025,2,Fev,150.0,Sr. Luiz (Pluviômetro),0,43,2020
2025-03-01,2025,3,Mar,148.0,Sr. Luiz (Pluviômetro),0,43,2020
2025-04-01,2025,4,Abr,0.0,Sr. Luiz (Pluviômetro),1,44,2020
2025-05-01,2025,5,Mai,0.0,Sr. Luiz (Pluviômetro),1,44,2020
2025-06-01,2025,6,Jun,0.0,Sr. Luiz (Pluviômetro),1,44,2020
2025-07-01,2025,7,Jul,0.0,Sr. Luiz (Pluviômetro),1,44,2020
2025-08-01,2025,8,Ago,0.0,Sr. Luiz (Pluviômetro),1,44,2020
2025-09-01,2025,9,Set,0.0,Sr. Luiz (Pluviômetro),1,44,2020
2025-10-01,2025,10,Out,0.0,Sr. Luiz (Pluviômetro),1,44,2020
2025-11-01,2025,11,Nov,0.0,Sr. Luiz (Pluviômetro),1,44,2020
2025-12-01,2025,12,Dez,0.0,Sr. Luiz (Pluviômetro),1,44,2020
